Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,21.2409921161199,22.44189626402774,21.01582258838718,22.14167022705078,5298400,0.0,0
2000-01-04,21.954017705502718,22.554469471807064,21.466150645380434,21.5787353515625,4555700,0.0,0
2000-01-05,21.503681703047317,21.803907625602953,20.940758098255504,21.053342819213867,5701900,0.0,0
2000-01-06,20.8657013434192,22.14166149751318,20.715588384114028,21.991548538208008,6863100,0.0,0
2000-01-07,22.141658333052828,23.192448898011268,22.029073629664424,22.591997146606445,10527800,0.0,0
2000-01-10,22.89223531949318,22.929763574115302,21.991557208562302,22.14167022705078,6402500,0.0,0
2000-01-11,22.366842127170692,22.592011678786506,21.991559541144337,22.06661605834961,5607800,0.0,0
2000-01-12,22.06660700418863,22.36683294982385,21.803909301757812,21.803909301757812,4267300,0.0,0
2000-01-13,21.80390476392663,21.99154594089674,21.5787353515625,21.5787353515625,3144200,0.0,0
2000-01-14,21.6537910356011,22.104129843967154,21.578734567540092,21.72884750366211,5413700,0.0,0
2000-01-18,21.578740991395094,22.21672115983634,21.353571520180537,21.766382217407227,4821600,0.0,0
2000-01-19,22.14166114506141,22.14166114506141,21.578737556627644,21.878963470458984,3999700,0.0,0
2000-01-20,21.878973142498506,21.878973142498506,21.616275351765246,21.69133186340332,3106100,0.0,0
2000-01-21,21.728860119222357,21.878973142498506,21.466162328489098,21.69133186340332,4454400,0.0,0
2000-01-24,21.72885617956651,21.841440926610897,20.90323470124101,21.203460693359375,3785000,0.0,0
2000-01-25,21.203464167582748,21.24099242274661,20.340314298813894,20.603012084960938,4356500,0.0,0
2000-01-26,20.60301340219066,20.978295977822544,20.265259084121958,20.377843856811523,3174100,0.0,0
2000-01-27,20.41536488418438,20.60300610554637,19.96502595291561,20.302780151367188,2610100,0.0,0
2000-01-28,20.152668085313383,20.415365807095867,19.927498609499825,19.96502685546875,4090800,0.0,0
2000-01-31,20.115138853862607,20.64053427168738,19.965025877341244,20.490421295166016,2989600,0.0,0
2000-02-01,20.415359497070312,20.603000668918384,20.227718325222238,20.415359497070312,3602600,0.0,0
2000-02-02,20.265257575295188,20.37784233960238,19.777390263297338,19.814918518066406,3289100,0.0,0
2000-02-03,19.81491734986044,20.04008686519976,19.589747834521116,19.852445602416992,3662900,0.0,0
2000-02-04,20.19019803928055,20.4904240324297,19.589746052982242,19.66480255126953,3885600,0.0,0
2000-02-07,19.73985258860938,19.92749377291175,19.364570220004637,19.439626693725586,3999700,0.0,0
2000-02-08,20.0025577545166,20.265255511142524,19.814916499783802,20.0025577545166,5010500,0.0,0
2000-02-09,21.015811246984143,21.090867715723373,20.26524655959185,20.415359497070312,8432500,0.0,0
2000-02-10,20.940760485101695,20.940760485101695,20.45289330534126,20.790647506713867,5909500,0.0,0
2000-02-11,21.015813931551847,21.090870409878818,20.41536210493608,20.640531539916992,5530400,0.0,0
2000-02-14,20.527952617680263,20.71559386647076,20.377839618647865,20.452896118164062,3493300,0.0,0
2000-02-15,20.4153655503742,20.94076098733236,20.4153655503742,20.527950286865234,3909600,0.0,0
2000-02-16,20.49041596580954,20.9032265438753,20.377831262700695,20.415359497070312,4606800,0.0,0
2000-02-17,20.75312510561639,20.903238126271845,20.565483829797074,20.603012084960938,2847700,0.0,0
2000-02-18,20.640531943662324,20.865701383047732,20.37783426437935,20.565475463867188,3664500,0.0,0
2000-02-22,20.603005136025917,20.94075931858372,20.49042040850665,20.828174591064453,2929400,0.0,0
2000-02-23,20.603006777859257,20.86570449633834,20.4153655503742,20.527950286865234,3249300,0.0,0
2000-02-24,20.452887731439926,20.640528903287997,19.927492450265323,20.415359497070312,3612800,0.0,0
2000-02-25,20.415367534142412,20.64053702900428,19.627274302125887,19.66480255126953,4205500,0.0,0
2000-02-28,19.927498609499825,20.340309315158013,19.66480088771734,19.96502685546875,3654700,0.0,0
2000-02-29,19.73985535439814,19.852440080754025,19.28951644897461,19.28951644897461,4635500,0.0,0
2000-03-01,19.214461372360844,19.77738504537923,19.13940488262506,19.552215576171875,5496400,0.0,0
2000-03-02,19.627271542690767,19.7398562742932,18.951763153076172,18.951763153076172,5170400,0.0,0
2000-03-03,19.514683659368824,19.514683659368824,18.801647141045734,18.989288330078125,4626600,0.0,0
2000-03-06,18.651536191663432,18.87670564266943,18.426366740657436,18.6140079498291,4457900,0.0,0
2000-03-07,18.614005326251593,18.914231218610492,17.825912358809493,18.388835906982422,7053200,0.0,0
2000-03-08,18.696424077768796,18.99797930482958,18.13100802702982,18.394868850708008,5159800,0.135,0
2000-03-09,18.545646226738555,19.148756673136557,18.470257420938804,18.922590255737305,3913200,0.0,0
2000-03-10,18.734114832994415,18.922586813205626,18.394865268614236,18.545642852783203,3649100,0.0,0
2000-03-13,18.168701999158746,18.809506841452723,18.168701999158746,18.771812438964844,4308000,0.0,0
2000-03-14,18.470261140656326,18.545649961638595,18.168705856727243,18.50795555114746,4602900,0.0,0
2000-03-15,18.357176013810037,20.015729904174805,18.28178720061164,20.015729904174805,5463800,0.0,0
2000-03-16,19.902646405981223,20.61884012134797,19.450313533118013,20.5434513092041,5410300,0.0,0
2000-03-17,19.90265655517578,20.468072934584182,19.7895732792941,19.90265655517578,4464500,0.0,0
2000-03-20,19.601093808511145,20.279593209574994,19.45031616383029,20.05342674255371,2643800,0.0,0
2000-03-21,20.128813029638405,20.694229125976562,19.67648015256788,20.694229125976562,5479700,0.0,0
2000-03-22,20.694214326232228,20.731908705697133,19.75185483960963,20.204187393188477,3431700,0.0,0
2000-03-23,19.82724359853944,20.50574242890771,19.75185483960963,20.204187393188477,3792400,0.0,0
2000-03-24,19.902646493640297,20.20420174354394,19.63878564997461,19.864952087402344,3345700,0.0,0
2000-03-27,19.7518634731674,19.864946660990878,19.035669950285374,19.516273498535156,3397100,0.0,0
2000-03-28,19.111065959930418,19.9780373940101,19.035677139575665,19.601093292236328,4814300,0.0,0
2000-03-29,19.525704986170716,20.317287620745205,19.525704986170716,20.05342674255371,4254400,0.0,0
2000-03-30,20.46805575495181,21.67427635192871,20.392666967640753,21.67427635192871,6850900,0.0,0
2000-03-31,21.711973128780244,21.749667526573266,20.845001979540754,21.03347396850586,4957600,0.0,0
2000-04-03,20.882702942950502,21.938146412991323,20.882702942950502,21.787368774414062,4337100,0.0,0
2000-04-04,21.78736190403305,22.465861063674218,21.37272352869678,21.975833892822266,5803400,0.0,0
2000-04-05,22.315099599410075,22.5412661494041,22.013544199418046,22.164321899414062,4780500,0.0,0
2000-04-06,22.12661277175152,22.503556771270286,21.78736317218463,22.202001571655273,4050000,0.0,0
2000-04-07,21.97583590613471,22.05122470855713,21.29733668433295,21.71197509765625,3829600,0.0,0
2000-04-10,21.71198667328933,22.27740299290624,21.636597830673743,21.862764358520508,2549500,0.0,0
2000-04-11,21.74967083922928,22.428170102844753,21.74967083922928,22.352781295776367,2408600,0.0,0
2000-04-12,21.862761158271123,22.84281596881431,21.862761158271123,22.465871810913086,4071700,0.0,0
