Date,Open,trueTomorrow,predictedTomorrow,predictedAction,predicted,residual,stock
2018-11-19,69.33652811309736,69.30117933718238,69.36292565098671,buy,,,exxon
2018-11-20,69.30117933718238,68.42629491286269,69.37744815527829,buy,69.36292565098671,0.06174631380433482,exxon
2018-11-21,68.42629491286269,67.20677031062354,68.53921710831659,buy,69.37744815527829,0.9511532424156002,exxon
2018-11-23,67.20677031062354,67.37467676532147,67.55675502236255,buy,68.53921710831659,1.332446797693052,exxon
2018-11-26,67.37467676532147,67.66629695012175,67.62002458605069,buy,67.55675502236255,0.18207825704108416,exxon
2018-11-27,67.66629695012175,68.08165096790937,67.85210158385996,buy,67.62002458605069,-0.04627236407105784,exxon
2018-11-28,68.08165096790937,69.12443263770164,68.1831172144107,buy,67.85210158385996,-0.22954938404940606,exxon
2018-11-29,69.12443263770164,69.32769312807096,69.1788685302484,buy,68.1831172144107,-0.9413154232909449,exxon
2018-11-30,69.32769312807096,70.90954223848003,69.49822196084249,buy,69.1788685302484,-0.14882459782256774,exxon
2018-12-03,70.90954223848003,71.91698873478103,70.90101708649296,sell,69.49822196084249,-1.411320277637543,exxon
2018-12-04,71.91698873478103,68.93001629044606,71.95299342857871,buy,70.90101708649296,-1.0159716482880725,exxon
2018-12-06,68.93001629044606,70.1583764209109,69.21357824520163,buy,71.95299342857871,3.022977138132646,exxon
2018-12-07,70.1583764209109,68.80630117719178,70.18676115325596,buy,69.21357824520163,-0.9447981757092663,exxon
2018-12-10,68.80630117719178,68.6649012526311,68.85198874006606,buy,70.18676115325596,1.3804599760641736,exxon
2018-12-11,68.6649012526311,68.96537437994921,68.57662810880791,sell,68.85198874006606,0.18708748743496528,exxon
2018-12-12,68.96537437994921,67.18909674389177,68.86872900809179,sell,68.57662810880791,-0.3887462711413008,exxon
2018-12-13,67.18909674389177,67.79885039892568,67.39829789554369,buy,68.86872900809179,1.6796322642000234,exxon
2018-12-14,67.79885039892568,66.50862574147139,67.76789546199856,sell,67.39829789554369,-0.4005525033819879,exxon
2018-12-17,66.50862574147139,65.06816662937005,66.6899865650088,buy,67.76789546199856,1.259269720527172,exxon
2018-12-18,65.06816662937005,64.0253719308528,65.0577526239234,sell,66.6899865650088,1.6218199356387402,exxon
2018-12-19,64.0253719308528,61.939801971259136,64.13078006167294,buy,65.0577526239234,1.032380693070607,exxon
2018-12-20,61.939801971259136,60.216562084765435,62.171087919624775,buy,64.13078006167294,2.1909780904138003,exxon
2018-12-21,60.216562084765435,59.09423702286811,60.2387032823821,buy,62.171087919624775,1.9545258348593393,exxon
2018-12-24,59.09423702286811,58.48446710572031,59.11679962445737,buy,60.2387032823821,1.1444662595139903,exxon
2018-12-26,58.48446710572031,59.86306476789238,58.41756468099598,sell,59.11679962445737,0.6323325187370585,exxon
2018-12-27,59.86306476789238,61.135614360421506,59.74296812695266,sell,58.41756468099598,-1.445500086896402,exxon
2018-12-28,61.135614360421506,60.375623118616474,60.9303191372021,sell,59.74296812695266,-1.3926462334688452,exxon
2018-12-31,60.375623118616474,59.518415028399886,60.27001446139604,sell,60.9303191372021,0.5546960185856236,exxon
2019-01-02,59.518415028399886,61.86027968589844,59.45433670282745,sell,60.27001446139604,0.7515994329961515,exxon
2019-01-03,61.86027968589844,61.542128716823406,61.56090491925564,sell,59.45433670282745,-2.405942983070993,exxon
2019-01-04,61.542128716823406,62.964916984460345,61.39687519775934,sell,61.56090491925564,0.018776202432235323,exxon
2019-01-07,62.964916984460345,64.10491448857022,62.784796001508575,sell,61.39687519775934,-1.5680417867010021,exxon
2019-01-08,64.10491448857022,64.15794039635199,63.82127880412829,sell,62.784796001508575,-1.3201184870616416,exxon
2019-01-09,64.15794039635199,63.68956165377781,63.95668528076995,sell,63.82127880412829,-0.33666159222369885,exxon
2019-01-10,63.68956165377781,63.49515667479938,63.489396094716184,sell,63.95668528076995,0.2671236269921451,exxon
2019-01-11,63.49515667479938,62.92957542880189,63.26848712452861,sell,63.489396094716184,-0.005760580083197908,exxon
2019-01-14,62.92957542880189,63.58351481920453,62.873003933767606,sell,63.26848712452861,0.338911695726722,exxon
2019-01-15,63.58351481920453,63.11515123280146,63.2924047875129,sell,62.873003933767606,-0.7105108854369249,exxon
2019-01-16,63.11515123280146,62.91189756288044,62.995788180613,sell,63.2924047875129,0.17725355471144155,exxon
2019-01-17,62.91189756288044,64.75002636984556,62.822423913921995,sell,62.995788180613,0.0838906177325569,exxon
2019-01-18,64.75002636984556,63.97234990580905,64.5226462024283,sell,62.822423913921995,-1.9276024559235623,exxon
2019-01-22,63.97234990580905,63.636540896072724,63.83019990501879,sell,64.5226462024283,0.5502962966192584,exxon
2019-01-23,63.636540896072724,62.832358818592,63.40299602009453,sell,63.83019990501879,0.1936590089460637,exxon
2019-01-24,62.832358818592,63.68957577394835,62.75550288720346,sell,63.40299602009453,0.5706372015025281,exxon
2019-01-25,63.68957577394835,62.76166611452323,63.38343547535987,sell,62.75550288720346,-0.934072886744886,exxon
2019-01-28,62.76166611452323,63.362584928849756,62.663419752770785,sell,63.38343547535987,0.6217693608366375,exxon
2019-01-29,63.362584928849756,63.42443884015586,63.08086415446946,sell,62.663419752770785,-0.6991651760789708,exxon
2019-01-30,63.42443884015586,63.883986270323774,63.16908978978846,sell,63.08086415446946,-0.3435746856863986,exxon
2019-01-31,63.883986270323774,66.20817017107116,63.65242240827857,sell,63.16908978978846,-0.714896480535316,exxon
2019-02-01,66.20817017107116,66.95048630951348,66.04120688434654,sell,63.65242240827857,-2.555747762792592,exxon
2019-02-04,66.95048630951348,66.43793386942745,66.98806099676602,buy,66.04120688434654,-0.9092794251669432,exxon
