Date,Open,trueTomorrow,predictedTomorrow,predictedAction,predicted,residual,stock
2018-11-19,1.340000033,1.3600000140000001,1.363571615,buy,,,tesla
2018-11-20,1.3600000140000001,1.370000005,1.3653235030000002,buy,1.363571615,0.0035716000000000003,tesla
2018-11-21,1.370000005,1.350000024,1.371131825,buy,1.3653235030000002,-0.004676502,tesla
2018-11-23,1.350000024,1.3899999859999999,1.359022806,buy,1.371131825,0.021131802,tesla
2018-11-26,1.3899999859999999,1.370000005,1.380419095,sell,1.359022806,-0.03097718,tesla
2018-11-27,1.370000005,1.320000052,1.37534278,buy,1.380419095,0.01041909,tesla
2018-11-28,1.320000052,1.370000005,1.341586723,buy,1.37534278,0.055342728,tesla
2018-11-29,1.370000005,1.3600000140000001,1.3633598340000002,sell,1.341586723,-0.028413282,tesla
2018-11-30,1.3600000140000001,1.370000005,1.3647976130000001,buy,1.3633598340000002,0.00335982,tesla
2018-12-03,1.370000005,1.4400000569999998,1.370907682,buy,1.3647976130000001,-0.005202391,tesla
2018-12-04,1.4400000569999998,1.350000024,1.417431409,sell,1.370907682,-0.069092376,tesla
2018-12-06,1.350000024,1.419999957,1.3758279430000002,buy,1.417431409,0.067431385,tesla
2018-12-07,1.419999957,1.429999948,1.407194624,sell,1.3758279430000002,-0.044172014,tesla
2018-12-10,1.429999948,1.4099999669999999,1.426072808,sell,1.407194624,-0.022805323,tesla
2018-12-11,1.4099999669999999,1.4400000569999998,1.417829535,buy,1.426072808,0.016072841,tesla
2018-12-12,1.4400000569999998,1.419999957,1.435867611,sell,1.417829535,-0.022170522,tesla
2018-12-13,1.419999957,1.419999957,1.430242174,buy,1.435867611,0.015867654,tesla
2018-12-14,1.419999957,1.419999957,1.427321563,buy,1.430242174,0.010242217,tesla
2018-12-17,1.419999957,1.4400000569999998,1.427873285,buy,1.427321563,0.007321606,tesla
2018-12-18,1.4400000569999998,1.399999976,1.44147578,buy,1.427873285,-0.012126772,tesla
2018-12-19,1.399999976,1.399999976,1.418764036,buy,1.44147578,0.041475804,tesla
2018-12-20,1.399999976,1.350000024,1.4111621280000002,buy,1.418764036,0.01876406,tesla
2018-12-21,1.350000024,1.200000048,1.377768123,buy,1.4111621280000002,0.061162104,tesla
2018-12-24,1.200000048,1.289999962,1.2700962709999999,buy,1.377768123,0.177768075,tesla
2018-12-26,1.289999962,1.230000019,1.291993202,buy,1.2700962709999999,-0.019903691,tesla
