date,stock,buyPrice,numShares,sellPrice,sellDate,profit,groupCumProfit
2019-09-20,forward,1.1200000047683716,14.0,1.149999976158142,2019-09-23 00:00:00,0.4200000000000017,98.58000000000011
2019-09-24,forward,1.1200000047683716,15.0,1.1299999952316284,2019-09-25 00:00:00,0.14999999999999858,98.7300000000001
2019-09-26,forward,1.1100000143051147,15.0,1.1200000047683716,2019-09-27 00:00:00,0.15000000000000213,98.88000000000011
2019-09-30,forward,1.0,17.0,1.0499999523162842,2019-10-02 00:00:00,0.8500000000000014,99.7300000000001
2019-10-03,forward,0.9800000190734864,18.0,1.0499999523162842,2019-10-04 00:00:00,1.259999999999998,100.9900000000001
2019-10-07,forward,1.0099999904632568,19.0,1.0199999809265137,2019-10-08 00:00:00,0.18999999999999773,101.18000000000009
2019-10-09,forward,1.0199999809265137,19.0,1.0399999618530271,2019-10-10 00:00:00,0.38000000000000256,101.56000000000009
2019-10-11,forward,0.9900000095367432,20.0,1.0299999713897705,2019-10-14 00:00:00,0.8000000000000007,102.36000000000008
2019-10-15,forward,1.0099999904632568,20.0,1.0599999427795408,2019-10-17 00:00:00,1.0,103.36000000000008
2019-10-18,forward,1.0,21.0,1.0399999618530271,2019-10-21 00:00:00,0.8399999999999999,104.20000000000009
2019-10-22,forward,0.9800000190734864,23.0,1.0800000429153442,2019-10-23 00:00:00,2.3000000000000007,106.50000000000009
2019-10-25,forward,1.0399999618530271,24.0,1.0700000524520874,2019-10-30 00:00:00,0.7199999999999989,107.22000000000008
2019-11-01,forward,1.0199999809265137,25.0,1.0599999427795408,2019-11-06 00:00:00,1.0,108.22000000000008
2019-11-08,forward,1.0399999618530271,25.0,1.0199999809265137,2019-11-14 00:00:00,-0.5,107.72000000000008
2019-11-15,forward,1.0099999904632568,25.0,1.0099999904632568,2019-11-19 00:00:00,0.0,107.72000000000008
2019-11-18,forward,1.0,1.0,1.0099999904632568,2019-11-19 00:00:00,0.0,107.72000000000008
2019-11-20,forward,0.9900000095367432,25.0,1.0,2019-11-21 00:00:00,0.25,107.97000000000008
2019-12-04,forward,1.0099999904632568,25.0,1.0299999713897705,2019-12-05 00:00:00,0.5,108.47000000000008
2019-12-09,forward,1.0199999809265137,25.0,1.0,2019-12-12 00:00:00,-0.5,107.97000000000008
2019-12-13,forward,0.9700000286102296,26.0,1.0099999904632568,2019-12-16 00:00:00,1.0400000000000027,109.01000000000009
2019-12-17,forward,0.9900000095367432,26.0,1.0499999523162842,2019-12-19 00:00:00,1.5600000000000023,110.57000000000009
2019-12-24,forward,0.9800000190734864,28.0,1.0,2019-12-27 00:00:00,0.5599999999999987,111.1300000000001
2020-01-14,forward,1.1200000047683716,25.0,1.100000023841858,2020-01-15 00:00:00,-0.5,110.6300000000001
2020-02-20,forward,1.0900000333786009,25.0,1.0800000429153442,2020-02-21 00:00:00,-0.25,110.3800000000001
2020-02-28,forward,0.9700000286102296,28.0,1.0,2020-03-02 00:00:00,0.8399999999999999,111.2200000000001
2020-03-04,forward,0.9900000095367432,29.0,1.0,2020-03-06 00:00:00,0.28999999999999915,111.5100000000001
2020-03-06,nordstrom,28.30471532867216,1.0,22.459999084472656,2020-03-12 00:00:00,-5.84,-74.55000000000004
2020-03-12,forward,0.9900000095367432,23.0,1.0299999713897705,2020-03-17 00:00:00,0.9200000000000017,112.4300000000001
2020-03-18,forward,1.0199999809265137,23.0,1.0,2020-03-20 00:00:00,-0.46000000000000085,111.97000000000011
2020-03-20,nordstrom,21.350000381469727,1.0,17.719999313354492,2020-03-23 00:00:00,-3.6300000000000026,-78.18000000000004
2020-03-23,forward,0.9900000095367432,20.0,1.0499999523162842,2020-03-24 00:00:00,1.1999999999999993,113.17000000000012
2020-03-26,forward,1.0199999809265137,20.0,1.0800000429153442,2020-03-27 00:00:00,1.2000000000000028,114.37000000000012
2020-03-31,forward,1.0700000524520874,20.0,1.1200000047683716,2020-04-01 00:00:00,1.0,115.37000000000012
2020-04-03,forward,1.100000023841858,21.0,1.100000023841858,2020-04-08 00:00:00,0.0,115.37000000000012
2020-04-08,nordstrom,18.3799991607666,1.0,18.75,2020-04-17 00:00:00,0.370000000000001,-77.81000000000003
2020-04-09,forward,1.0900000333786009,4.0,1.1200000047683716,2020-04-13 00:00:00,0.1200000000000001,115.49000000000012
2020-04-15,forward,1.0800000429153442,4.0,1.1100000143051147,2020-04-16 00:00:00,0.1200000000000001,115.61000000000013
2020-04-17,forward,1.0499999523162842,22.0,1.100000023841858,2020-04-20 00:00:00,1.0999999999999979,116.71000000000012
2020-04-20,nordstrom,18.0,1.0,16.5,2020-04-21 00:00:00,-1.5,-79.31000000000003
2020-04-21,forward,1.0599999427795408,22.0,1.100000023841858,2020-04-22 00:00:00,0.879999999999999,117.59000000000012
2020-04-23,forward,1.0499999523162842,23.0,1.0299999713897705,2020-04-27 00:00:00,-0.4599999999999973,117.13000000000012
2020-04-29,forward,1.0299999713897705,2.0,1.0599999427795408,2020-04-30 00:00:00,0.06000000000000005,117.19000000000013
2020-04-29,nordstrom,21.649999618530273,1.0,19.790000915527344,2020-04-30 00:00:00,-1.8599999999999994,-81.17000000000003
2020-05-12,forward,1.100000023841858,20.0,1.100000023841858,2020-05-13 00:00:00,0.0,117.19000000000013
2020-05-15,forward,1.0800000429153442,20.0,1.0900000333786009,2020-05-18 00:00:00,0.1999999999999993,117.39000000000013
2020-05-27,forward,1.1599999666213991,19.0,1.2100000381469729,2020-05-28 00:00:00,0.9499999999999993,118.34000000000013
2020-05-29,nordstrom,16.84000015258789,1.0,16.200000762939453,2020-06-01 00:00:00,-0.6400000000000006,-81.81000000000003
2020-06-10,nordstrom,21.01000022888184,1.0,18.280000686645508,2020-06-12 00:00:00,-2.7300000000000004,-84.54000000000003
2020-06-12,forward,1.2400000095367432,16.0,1.2699999809265137,2020-06-15 00:00:00,0.4800000000000004,118.82000000000014
2020-06-17,nordstrom,19.020000457763672,1.0,18.0,2020-06-18 00:00:00,-1.0199999999999996,-85.56000000000003
2020-06-18,forward,1.3300000429153442,14.0,1.4199999570846558,2020-06-19 00:00:00,1.259999999999998,120.08000000000013
2020-06-23,forward,1.4299999475479126,14.0,1.3899999856948853,2020-06-25 00:00:00,-0.5599999999999987,119.52000000000012
2020-06-26,forward,1.3799999952316284,14.0,1.2899999618530271,2020-06-30 00:00:00,-1.2600000000000016,118.26000000000012
2020-07-16,forward,1.2599999904632568,15.0,1.2799999713897705,2020-07-17 00:00:00,0.3000000000000007,118.56000000000012
2020-07-22,forward,1.2400000095367432,15.0,1.2599999904632568,2020-07-23 00:00:00,0.29999999999999716,118.86000000000011
2020-07-27,forward,1.2599999904632568,15.0,1.309999942779541,2020-07-28 00:00:00,0.75,119.61000000000011
2020-07-30,forward,1.2899999618530271,15.0,1.4099999666213991,2020-07-31 00:00:00,1.7999999999999972,121.41000000000011
2020-08-06,forward,1.4199999570846558,15.0,2.1800000667572017,2020-08-18 00:00:00,11.400000000000002,132.81000000000012
2020-08-19,forward,1.6200000047683716,20.0,1.7400000095367432,2020-08-20 00:00:00,2.3999999999999986,135.21000000000012
