,date,stock,buyPrice,numShares,sellPrice,sellDate,profit,cumProfit
47,2019-10-03,ford,0.980000019,2181.0,1.049999952,2019-10-04 00:00:00,152.67000000000007,1244.6799999999994
48,2019-10-07,ford,1.00999999,2267.0,1.019999981,2019-10-08 00:00:00,22.670000000000073,1267.3499999999995
49,2019-10-09,ford,1.019999981,2267.0,1.039999962,2019-10-10 00:00:00,45.33999999999969,1312.6899999999991
50,2019-10-11,ford,0.99000001,2382.0,1.0299999709999998,2019-10-14 00:00:00,95.2800000000002,1407.9699999999993
51,2019-10-15,ford,1.00999999,2429.0,1.059999943,2019-10-17 00:00:00,121.44999999999982,1529.4199999999992
52,2019-10-18,ford,1.0,2575.0,1.039999962,2019-10-21 00:00:00,103.0,1632.4199999999992
53,2019-10-22,ford,0.980000019,2732.0,1.080000043,2019-10-23 00:00:00,273.1999999999998,1905.619999999999
54,2019-10-25,ford,1.039999962,2837.0,1.070000052,2019-10-30 00:00:00,85.11000000000013,1990.729999999999
55,2019-11-01,ford,1.019999981,2976.0,1.059999943,2019-11-06 00:00:00,119.03999999999996,2109.769999999999
56,2019-11-08,ford,1.039999962,3034.0,1.019999981,2019-11-14 00:00:00,-60.68000000000029,2049.089999999999
57,2019-11-15,ford,1.00999999,3064.0,1.00999999,2019-11-19 00:00:00,0.0,2049.089999999999
58,2019-11-20,ford,0.99000001,3126.0,1.0,2019-11-21 00:00:00,31.26000000000022,2080.349999999999
59,2019-12-04,ford,1.00999999,3095.0,1.0299999709999998,2019-12-05 00:00:00,61.90000000000009,2142.249999999999
60,2019-12-09,ford,1.019999981,3125.0,1.0,2019-12-12 00:00:00,-62.5,2079.749999999999
61,2019-12-13,ford,0.970000029,3222.0,1.00999999,2019-12-16 00:00:00,128.87999999999965,2208.6299999999987
62,2019-12-17,ford,0.99000001,3287.0,1.049999952,2019-12-19 00:00:00,197.2199999999998,2405.8499999999985
63,2019-12-24,ford,0.980000019,3521.0,1.0,2019-12-27 00:00:00,70.42000000000007,2476.2699999999986
64,2020-01-14,ford,1.120000005,3144.0,1.100000024,2020-01-15 00:00:00,-62.88000000000011,2413.3899999999985
65,2020-02-20,ford,1.090000033,3173.0,1.080000043,2020-02-21 00:00:00,-31.730000000000018,2381.6599999999985
66,2020-02-28,ford,0.970000029,3533.0,1.0,2020-03-02 00:00:00,105.98999999999978,2487.6499999999983
67,2020-03-04,ford,0.99000001,3569.0,1.0,2020-03-06 00:00:00,35.690000000000055,2523.3399999999983
68,2020-03-10,ford,1.00999999,3533.0,1.0299999709999998,2020-03-17 00:00:00,70.65999999999985,2593.999999999998
69,2020-03-18,ford,1.019999981,3568.0,1.0,2020-03-20 00:00:00,-71.36000000000013,2522.639999999998
70,2020-03-23,ford,0.99000001,3604.0,1.049999952,2020-03-24 00:00:00,216.23999999999978,2738.879999999998
71,2020-03-26,ford,1.019999981,3710.0,1.080000043,2020-03-27 00:00:00,222.60000000000036,2961.479999999998
72,2020-03-31,ford,1.070000052,3744.0,1.120000005,2020-04-01 00:00:00,187.19999999999982,3148.679999999998
73,2020-04-03,ford,1.100000024,3813.0,1.100000024,2020-04-08 00:00:00,0.0,3148.679999999998
74,2020-04-09,ford,1.090000033,3848.0,1.120000005,2020-04-13 00:00:00,115.44000000000051,3264.1199999999985
75,2020-04-15,ford,1.080000043,3990.0,1.110000014,2020-04-16 00:00:00,119.69999999999982,3383.8199999999983
76,2020-04-17,ford,1.049999952,4218.0,1.100000024,2020-04-20 00:00:00,210.90000000000055,3594.719999999999
77,2020-04-21,ford,1.059999943,4377.0,1.100000024,2020-04-22 00:00:00,175.07999999999993,3769.799999999999
78,2020-04-23,ford,1.049999952,4586.0,1.0299999709999998,2020-04-27 00:00:00,-91.72000000000025,3678.0799999999986
79,2020-04-29,ford,1.0299999709999998,4586.0,1.059999943,2020-04-30 00:00:00,137.57999999999993,3815.6599999999985
80,2020-05-12,ford,1.100000024,4419.0,1.100000024,2020-05-13 00:00:00,0.0,3815.6599999999985
81,2020-05-15,ford,1.080000043,4501.0,1.090000033,2020-05-18 00:00:00,45.01000000000022,3860.6699999999987
82,2020-05-27,ford,1.159999967,4229.0,1.210000038,2020-05-28 00:00:00,211.44999999999982,4072.1199999999985
83,2020-06-12,ford,1.24000001,4127.0,1.269999981,2020-06-15 00:00:00,123.8100000000004,4195.9299999999985
84,2020-06-18,ford,1.330000043,3941.0,1.419999957,2020-06-19 00:00:00,354.6900000000005,4550.619999999999
85,2020-06-23,ford,1.429999948,3913.0,1.389999986,2020-06-25 00:00:00,-156.52000000000044,4394.0999999999985
86,2020-06-26,ford,1.379999995,3941.0,1.289999962,2020-06-30 00:00:00,-354.6899999999996,4039.409999999999
87,2020-07-16,ford,1.25999999,4035.0,1.2799999709999998,2020-07-17 00:00:00,80.69999999999982,4120.109999999999
88,2020-07-22,ford,1.24000001,4165.0,1.25999999,2020-07-23 00:00:00,83.29999999999927,4203.409999999998
89,2020-07-27,ford,1.25999999,4165.0,1.309999943,2020-07-28 00:00:00,208.25,4411.659999999998
90,2020-07-30,ford,1.289999962,4230.0,1.409999967,2020-07-31 00:00:00,507.60000000000036,4919.259999999998
91,2020-08-06,ford,1.419999957,4200.0,2.180000067,2020-08-18 00:00:00,3192.0,8111.259999999998
92,2020-08-19,ford,1.620000005,5652.0,1.74000001,2020-08-20 00:00:00,678.2399999999998,8789.499999999998
93,2020-08-21,ford,1.649999976,5960.0,1.649999976,2020-08-26 00:00:00,0.0,8789.499999999998
94,2020-08-27,ford,1.519999981,6470.0,1.620000005,2020-08-28 00:00:00,647.0,9436.499999999998
95,2020-09-03,ford,1.5399999619999998,6806.0,1.5,2020-09-09 00:00:00,-272.2399999999998,9164.259999999998
96,2020-09-14,ford,1.4500000480000002,7041.0,1.409999967,2020-09-16 00:00:00,-281.64000000000124,8882.619999999997
97,2020-09-22,ford,1.370000005,7246.0,1.4500000480000002,2020-09-23 00:00:00,579.6800000000003,9462.299999999997
98,2020-09-24,ford,1.379999995,7614.0,1.409999967,2020-09-28 00:00:00,228.42000000000007,9690.719999999998
99,2020-09-30,ford,1.399999976,7668.0,1.409999967,2020-10-01 00:00:00,76.67999999999847,9767.399999999996
100,2020-10-07,ford,1.4500000480000002,7457.0,1.480000019,2020-10-08 00:00:00,223.71000000000095,9991.109999999997
101,2020-10-14,ford,1.570000052,7029.0,1.620000005,2020-10-19 00:00:00,351.4499999999989,10342.559999999996
102,2020-10-20,ford,1.519999981,7492.0,1.5499999519999998,2020-10-22 00:00:00,224.76000000000022,10567.319999999996
103,2020-10-26,ford,1.50999999,7690.0,1.5299999709999998,2020-10-28 00:00:00,153.8000000000011,10721.119999999997
104,2020-10-30,ford,1.519999981,7741.0,1.5399999619999998,2020-11-02 00:00:00,154.8199999999997,10875.939999999997
105,2020-11-04,ford,1.5499999519999998,7691.0,1.570000052,2020-11-06 00:00:00,153.82000000000153,11029.759999999998
106,2020-11-10,ford,1.5599999430000002,7740.0,1.570000052,2020-11-11 00:00:00,77.39999999999964,11107.159999999998
107,2020-11-12,ford,1.5599999430000002,7790.0,1.600000024,2020-11-13 00:00:00,311.60000000000036,11418.759999999998
